Acq. time (s)=	10
Accumulations=	2
Range (cm-¹)=	400...1800
Windows=	1
Autofocus=	Off
AutoExposure=	Off
Spike filter=	Multiple accum.
Delay time (s)=	1
Binning=	1
Readout mode=	Signal
DeNoise=	Off
ICS correction=	Off
Dark correction=	Off
Inst. Process=	Off
Instrument=	XploRA
Detector=	Syncerity
Objective=	x100
Grating=	1800 gr/mm
Filter=	50%
Laser (nm)=	532 
Slit (µm)=	100 
Hole (µm)=	100 
Laser pol=	None
Raman pol=	None
Output=	Camera
StageXY=	Marzhauser
StageZ=	
X (µm)=	2396.5
Y (µm)=	-3374.7
Project=	RAM0282
Sample=	
Site=	
Title=	Rh-10-5-AgNp
Remark=	
Date=	03.10.2024 11:24
Acquired=	03.10.2024 11:24:56
100.886	1231
102.757	1236.33
104.628	1237
106.499	1235
108.369	1221.67
110.239	1227.67
112.108	1265
113.978	1257.67
115.846	1289.67
117.715	1291.67
119.583	1307
121.45	1291.67
123.315	1303
125.182	1303.67
127.049	1313.67
128.913	1335.67
130.778	1323.67
132.642	1347.67
134.507	1360.33
136.369	1332.33
138.233	1326.33
140.095	1343.67
141.957	1321
143.818	1379.67
145.678	1359
147.539	1366.33
149.398	1365
151.258	1344.33
153.117	1349.67
154.976	1373
156.834	1376.33
158.692	1373
160.55	1371.67
162.405	1397
164.262	1387.67
166.119	1367.67
167.973	1423.67
169.829	1416.33
171.682	1413
173.535	1416.33
175.39	1428.33
177.242	1418.33
179.094	1457.67
180.945	1458.33
182.799	1503.67
184.649	1493.67
186.5	1483.67
188.35	1495
190.199	1481
192.049	1499
193.895	1499
195.744	1505.67
197.592	1457.67
199.44	1504.33
201.285	1500.33
203.132	1531
204.977	1477
206.823	1531
208.667	1535
210.513	1509
212.356	1511.67
214.199	1529
216.041	1547
217.885	1523.67
219.727	1540.33
221.568	1512.33
223.409	1519
225.25	1516.33
227.09	1546.33
228.93	1575
230.767	1535.67
232.607	1575.67
234.445	1585
236.282	1603
238.12	1619
239.957	1653.67
241.793	1643
243.629	1663.67
245.464	1660.33
247.298	1651.67
249.134	1633.67
250.967	1654.33
252.8	1637.67
254.633	1629
256.465	1607.67
258.297	1619.67
260.129	1621
261.96	1609
263.791	1685.67
265.621	1683.67
267.452	1688.33
269.279	1653.67
271.109	1725
272.938	1698.33
274.764	1727.67
276.593	1733.67
278.418	1725
280.244	1737
282.071	1745.67
283.896	1725.67
285.72	1713.67
287.547	1691.67
289.37	1707.67
291.194	1717
293.017	1709
294.839	1702.33
296.662	1697
298.481	1707
300.303	1717
302.124	1696.33
303.945	1712.33
305.763	1703
307.584	1683.67
309.403	1681.67
311.221	1711.67
313.038	1689
314.856	1648.33
316.673	1655
318.488	1659
320.306	1684.33
322.121	1683.67
323.936	1729.67
325.751	1681
327.565	1706.33
329.378	1723
331.192	1725
333.005	1730.33
334.815	1752.33
336.628	1748.33
338.44	1749
340.249	1761.67
342.061	1804.33
343.869	1758.33
345.68	1794.33
347.488	1755.67
349.298	1823.67
351.105	1852.33
352.912	1819.67
354.719	1847.67
356.525	1855.67
358.331	1841
360.137	1884.33
361.942	1864.33
363.747	1852.33
365.552	1841
367.356	1848.33
369.16	1835
370.961	1811.67
372.765	1801.67
374.565	1767.67
376.368	1810.33
378.168	1799.67
379.97	1763.67
381.769	1821.67
383.568	1772.33
385.369	1807.67
387.167	1804.33
388.965	1817
390.762	1827.67
392.56	1904.33
394.357	1930.33
396.153	1945
397.949	1947
399.743	1970.33
401.539	1963
403.334	1959.67
405.126	1985.67
406.921	1946.33
408.713	1949.67
410.507	1966.33
412.298	1935
414.091	1931
415.881	1969.67
417.672	1971
419.462	1950.33
421.251	2029.67
423.04	2017
